id,age,job,marital,education,default,balance,housing,loan,y
22689,48,self-employed,married,tertiary,no,1223,yes,no,no
22690,53,management,married,tertiary,no,20772,no,no,no
22691,37,services,single,secondary,no,342,yes,no,no
22692,26,services,married,secondary,no,44,yes,yes,no
22693,30,blue-collar,single,secondary,no,5,yes,no,no
22694,35,services,single,primary,no,739,yes,no,no
22695,30,management,single,secondary,no,0,no,no,no
22696,29,technician,divorced,secondary,no,328,yes,yes,no
22697,43,management,married,tertiary,no,-194,no,no,no
22698,31,technician,single,tertiary,no,454,no,no,no
22699,52,blue-collar,married,secondary,no,2338,yes,no,no
22700,34,services,married,secondary,no,4962,yes,yes,no
22701,39,blue-collar,married,primary,no,33,yes,no,no
22702,37,unemployed,married,tertiary,no,594,yes,no,no
22703,58,management,married,tertiary,no,2142,yes,no,no
22704,53,blue-collar,married,secondary,no,1103,yes,yes,no
22705,27,blue-collar,married,secondary,no,77,yes,no,no
22706,52,management,divorced,tertiary,no,0,no,no,no
22707,34,housemaid,married,primary,no,0,yes,no,no
22708,39,admin.,divorced,secondary,no,43,yes,no,no
22709,46,blue-collar,married,secondary,no,182,no,no,no
22710,33,blue-collar,married,primary,no,158,yes,no,no
22711,39,technician,single,secondary,no,-168,no,no,no
22712,32,technician,married,secondary,no,6172,yes,no,no
22713,59,self-employed,married,tertiary,no,185,no,no,no
22714,36,technician,married,tertiary,no,98,no,no,no
22715,34,services,single,tertiary,no,49,yes,no,no
22716,34,blue-collar,single,secondary,no,783,yes,no,no
22717,42,unemployed,married,primary,no,75,yes,no,no
22718,47,technician,married,secondary,no,-75,yes,no,no
22719,56,management,divorced,tertiary,no,2189,no,no,no
22720,41,blue-collar,divorced,primary,no,548,yes,yes,no
22721,38,blue-collar,married,secondary,no,814,yes,no,no
22722,52,blue-collar,divorced,primary,no,528,no,no,no
22723,45,entrepreneur,married,secondary,no,242,no,yes,no
22724,35,self-employed,married,tertiary,no,7990,yes,no,no
22725,60,retired,married,secondary,no,6132,no,no,no
22726,45,management,divorced,primary,no,274,no,yes,no
22727,32,management,married,tertiary,no,322,no,no,no
22728,33,unemployed,single,tertiary,no,3805,yes,no,no
22729,33,services,married,tertiary,no,597,no,no,no
22730,47,management,single,tertiary,no,-230,no,no,no
22731,43,blue-collar,married,primary,no,223,yes,no,no
22732,46,unemployed,single,tertiary,no,705,no,no,no
22733,32,technician,married,secondary,no,767,yes,yes,no
22734,27,self-employed,single,tertiary,no,451,no,no,no
22735,42,management,married,tertiary,yes,0,yes,no,no
22736,30,blue-collar,married,secondary,no,364,yes,yes,no
22737,28,management,single,tertiary,no,637,yes,no,no
22738,60,blue-collar,married,secondary,no,414,no,no,no
22739,54,retired,divorced,secondary,yes,-200,no,yes,no
22740,45,blue-collar,married,secondary,no,1778,yes,no,no
22741,46,technician,married,secondary,no,388,no,no,no
22742,39,management,married,secondary,no,794,yes,no,no
22743,33,technician,divorced,secondary,no,3,no,no,no
22744,45,admin.,married,secondary,no,985,yes,no,no
22745,38,technician,married,secondary,no,1442,yes,no,no
22746,31,technician,single,tertiary,no,665,yes,no,no
22747,38,admin.,single,secondary,no,-213,yes,yes,no
22748,51,unemployed,single,tertiary,no,1594,no,no,no
22749,37,unemployed,married,primary,no,236,yes,no,no
22750,39,admin.,single,secondary,no,223,no,no,no
22751,32,entrepreneur,married,tertiary,no,1496,no,no,no
22752,43,services,divorced,secondary,no,372,yes,yes,no
22753,28,admin.,married,secondary,no,358,no,no,no
22754,60,unemployed,divorced,secondary,no,385,yes,no,no
22755,24,admin.,single,secondary,no,99,no,no,no
22756,37,services,single,secondary,no,1045,no,no,no
22757,34,admin.,married,secondary,no,1651,no,no,no
22758,28,admin.,married,secondary,no,568,yes,no,no
22759,54,management,married,tertiary,no,7249,yes,yes,no
22760,35,blue-collar,single,secondary,no,341,no,yes,no
22761,41,unemployed,married,tertiary,no,28,yes,no,no
22762,37,blue-collar,married,primary,no,175,yes,yes,no
22763,41,blue-collar,married,unknown,no,402,yes,no,no
22764,46,management,single,tertiary,no,2044,no,no,no
22765,29,unemployed,married,primary,no,639,no,yes,no
22766,33,management,single,tertiary,no,641,yes,no,no
22767,48,blue-collar,married,secondary,no,7408,no,yes,no
22768,34,technician,married,secondary,no,272,yes,no,no
22769,29,services,single,secondary,no,2559,no,no,no
22770,49,management,married,tertiary,no,20,yes,no,no
22771,50,admin.,single,secondary,no,167,no,yes,no
22772,40,self-employed,married,tertiary,no,1498,no,no,no
22773,28,management,single,tertiary,no,6817,yes,no,no
22774,51,blue-collar,married,primary,no,362,yes,no,no
22775,39,blue-collar,single,secondary,no,383,yes,yes,no
22776,38,self-employed,single,tertiary,no,973,no,no,no
22777,31,entrepreneur,single,unknown,no,301,yes,no,no
22778,42,admin.,married,secondary,no,1133,yes,no,no
22779,27,technician,single,secondary,no,911,no,no,no
22780,33,unemployed,single,secondary,no,237,yes,no,no
22781,39,unemployed,married,primary,no,590,yes,no,no
22782,32,blue-collar,married,secondary,no,557,yes,yes,no
22783,37,unemployed,single,tertiary,no,1032,no,no,no
22784,31,management,married,tertiary,no,2937,yes,no,no
22785,29,unemployed,married,tertiary,no,53,no,no,no
22786,43,technician,married,secondary,no,1650,no,no,no
22787,33,blue-collar,married,secondary,no,-241,yes,yes,no
22788,46,entrepreneur,married,tertiary,no,954,yes,yes,no
22789,30,technician,single,secondary,no,865,no,no,no
22790,33,entrepreneur,single,tertiary,no,138,no,no,no
22791,28,services,single,secondary,no,458,no,no,no
22792,27,admin.,single,secondary,no,298,no,no,no
22793,39,services,divorced,secondary,no,229,yes,no,no
22794,40,admin.,married,secondary,no,1142,yes,no,no
22795,40,services,single,secondary,no,4126,no,no,no
22796,38,unemployed,married,tertiary,no,201,no,no,no
22797,32,management,married,tertiary,no,2853,yes,yes,no
22798,39,unemployed,married,secondary,no,1309,yes,no,no
22799,46,blue-collar,single,secondary,no,374,no,yes,no
22800,34,services,married,secondary,no,244,no,no,no
22801,40,unemployed,divorced,secondary,no,4082,yes,no,no
22802,31,technician,single,tertiary,no,1320,no,no,no
22803,29,services,single,secondary,no,887,no,no,no
22804,32,services,married,secondary,no,-344,no,yes,no
22805,32,entrepreneur,single,primary,yes,-849,yes,yes,no
22806,37,admin.,single,primary,no,91,yes,no,no
22807,44,blue-collar,divorced,secondary,no,272,yes,no,no
22808,41,blue-collar,married,secondary,no,1245,yes,no,no
22809,37,technician,married,secondary,yes,-143,yes,no,no
22810,35,self-employed,single,tertiary,no,-30,no,no,no
22811,52,self-employed,married,primary,no,314,yes,no,no
22812,37,services,single,secondary,no,1169,no,no,no
22813,41,admin.,married,secondary,no,546,yes,no,no
22814,52,technician,married,secondary,no,463,yes,no,no
22815,31,technician,single,secondary,no,622,no,no,no
22816,34,services,married,secondary,no,382,yes,yes,no
22817,58,housemaid,married,primary,no,588,no,yes,no
22818,49,technician,married,tertiary,no,196,no,no,no
22819,53,technician,married,tertiary,no,856,yes,no,no
22820,59,retired,divorced,secondary,no,479,no,no,no
22821,28,management,single,tertiary,no,725,no,no,no
22822,42,blue-collar,married,primary,no,454,yes,no,no
22823,36,technician,married,secondary,no,627,no,yes,no
22824,53,entrepreneur,married,secondary,no,230,yes,no,no
22825,53,management,married,primary,no,995,no,no,no
22826,44,technician,married,secondary,no,0,no,yes,no
22827,53,blue-collar,divorced,primary,no,255,yes,no,no
22828,36,blue-collar,married,primary,no,347,no,no,no
22829,32,blue-collar,single,secondary,no,201,yes,no,no
22830,28,blue-collar,single,secondary,no,121,no,no,no
22831,33,student,single,secondary,no,706,yes,no,no
22832,49,unemployed,married,tertiary,no,0,yes,no,no
22833,51,blue-collar,married,secondary,no,362,yes,yes,no
22834,30,management,married,tertiary,no,367,no,no,no
22835,34,self-employed,married,secondary,no,47,no,no,no
22836,32,blue-collar,married,primary,no,651,yes,no,no
22837,39,blue-collar,married,secondary,no,3045,no,no,no
22838,37,unemployed,single,secondary,no,687,no,no,no
22839,56,management,married,primary,no,199,yes,yes,no
22840,33,admin.,single,secondary,no,304,no,yes,no
22841,47,unemployed,single,primary,no,7351,no,no,no
22842,48,unemployed,married,secondary,no,1724,no,no,no
22843,40,technician,married,secondary,no,694,yes,no,no
22844,57,technician,divorced,secondary,no,285,no,no,no
22845,38,services,married,tertiary,no,535,yes,no,no
22846,43,admin.,single,secondary,no,250,yes,no,no
22847,36,blue-collar,married,unknown,no,1023,yes,no,no
22848,49,self-employed,divorced,tertiary,no,0,no,no,no
22849,42,blue-collar,divorced,secondary,no,1450,no,no,no
22850,29,admin.,married,secondary,no,0,yes,yes,no
22851,30,management,single,tertiary,no,6825,no,no,no
22852,43,technician,married,secondary,no,0,yes,yes,no
22853,44,admin.,married,secondary,no,61,no,yes,no
22854,50,management,married,tertiary,no,3284,yes,no,no
22855,55,unemployed,married,secondary,no,1436,yes,no,no
22856,55,technician,married,primary,no,818,yes,no,no
22857,32,services,married,primary,no,218,yes,no,no
22858,43,services,married,secondary,no,354,yes,no,no
22859,30,management,single,tertiary,no,57,yes,no,no
22860,46,blue-collar,married,primary,no,580,yes,no,no
22861,38,self-employed,married,secondary,no,1029,yes,no,no
22862,49,blue-collar,married,secondary,no,171,no,no,no
22863,28,technician,single,tertiary,no,4253,yes,no,no
22864,58,entrepreneur,married,tertiary,no,0,yes,yes,no
22865,60,retired,married,secondary,no,2516,yes,yes,no
22866,33,management,single,tertiary,no,1240,yes,no,no
22867,27,blue-collar,married,secondary,no,1600,yes,no,no
22868,50,unemployed,married,secondary,no,12495,yes,no,no
22869,38,admin.,married,secondary,no,599,yes,no,no
22870,27,student,single,unknown,no,468,no,no,no
22871,39,blue-collar,married,secondary,no,481,no,no,no
22872,29,admin.,single,secondary,no,260,yes,no,no
22873,36,admin.,married,secondary,no,313,yes,no,no
22874,34,blue-collar,married,primary,no,277,no,no,no
22875,55,housemaid,married,primary,no,10,no,no,no
22876,32,management,single,tertiary,no,156,yes,no,no
22877,37,blue-collar,married,secondary,no,242,yes,no,no
22878,28,technician,single,secondary,no,1532,no,no,no
22879,31,management,single,tertiary,no,3,no,no,no
22880,27,services,married,secondary,no,199,no,no,no
22881,32,management,single,tertiary,no,124,no,no,no
22882,26,student,single,secondary,no,1510,no,no,no
22883,29,technician,single,secondary,no,853,no,yes,no
22884,53,blue-collar,married,primary,no,805,yes,yes,no
22885,38,technician,single,secondary,no,571,no,no,no
22886,37,management,married,tertiary,no,1639,yes,no,no
22887,47,blue-collar,married,primary,no,556,yes,no,no
22888,31,services,single,secondary,no,122,yes,no,no
22889,46,admin.,married,primary,no,96,no,no,no
22890,32,blue-collar,married,secondary,no,557,no,no,no
22891,48,admin.,divorced,secondary,no,955,yes,no,no
22892,32,self-employed,married,tertiary,no,322,yes,no,no
22893,45,admin.,married,unknown,no,323,no,no,no
22894,37,technician,divorced,secondary,no,-24,yes,no,no
22895,56,management,married,tertiary,no,-762,yes,yes,no
22896,38,technician,married,tertiary,no,1042,yes,no,no
22897,52,admin.,married,secondary,no,941,no,no,no
22898,53,management,divorced,secondary,no,1355,no,yes,no
22899,28,admin.,single,secondary,no,392,yes,yes,no
22900,53,self-employed,married,tertiary,no,687,no,no,no
22901,26,blue-collar,married,secondary,no,895,yes,no,no
22902,46,unemployed,married,secondary,no,594,no,no,no
22903,36,admin.,married,secondary,no,110,yes,no,no
22904,48,management,married,tertiary,no,4803,no,no,no
22905,43,technician,married,secondary,no,1667,no,yes,no
22906,40,blue-collar,single,secondary,no,6915,yes,no,no
22907,37,technician,married,secondary,no,277,yes,no,no
22908,28,management,married,tertiary,no,1246,no,no,no
22909,51,admin.,divorced,tertiary,no,178,yes,no,no
22910,28,student,single,secondary,no,0,no,no,no
22911,44,management,divorced,primary,no,641,yes,no,no
22912,50,blue-collar,single,secondary,no,-111,yes,no,no
22913,41,technician,married,secondary,no,-329,no,no,no
22914,36,student,single,secondary,no,904,no,no,no
22915,32,unemployed,married,secondary,no,2400,yes,yes,no
22916,45,blue-collar,married,primary,no,572,no,no,no
22917,50,admin.,married,secondary,no,761,no,yes,no
22918,34,blue-collar,married,secondary,no,0,yes,yes,no
22919,33,management,married,secondary,no,165,yes,no,no
22920,48,admin.,divorced,secondary,no,341,no,yes,no
22921,43,retired,single,secondary,no,53,no,no,no
22922,34,services,married,secondary,no,314,yes,yes,no
22923,27,blue-collar,married,secondary,no,245,yes,no,no
22924,27,housemaid,single,primary,no,494,no,no,no
22925,43,management,single,secondary,no,1063,yes,no,no
22926,46,management,married,tertiary,no,-191,yes,no,no
22927,37,self-employed,married,secondary,no,126,no,yes,no
22928,38,unemployed,married,primary,no,890,yes,no,no
22929,35,blue-collar,married,secondary,no,-151,yes,no,no
22930,58,management,married,secondary,no,-382,no,no,no
22931,36,blue-collar,married,primary,no,277,yes,yes,no
22932,34,services,single,primary,no,496,yes,no,no
22933,33,blue-collar,single,secondary,no,16649,yes,no,no
22934,41,admin.,divorced,secondary,no,4,yes,no,no
22935,31,entrepreneur,single,tertiary,no,46,yes,no,no
22936,49,services,divorced,secondary,no,1162,no,no,no
22937,37,management,divorced,tertiary,no,132,yes,no,no
22938,30,blue-collar,single,primary,no,296,no,no,no
22939,54,blue-collar,married,secondary,no,844,no,no,no
22940,30,unemployed,single,secondary,no,2616,no,no,no
22941,30,blue-collar,single,secondary,no,574,no,no,no
22942,59,retired,married,secondary,no,242,no,yes,no
22943,50,admin.,divorced,secondary,no,381,no,no,no
22944,29,blue-collar,single,secondary,no,0,yes,no,no
22945,31,student,single,secondary,no,334,yes,no,no
22946,33,management,married,tertiary,no,741,no,no,no
22947,56,retired,married,secondary,no,5737,no,no,no
22948,34,technician,married,secondary,no,1072,no,yes,no
22949,59,unemployed,married,primary,no,19102,no,no,no
22950,45,retired,married,secondary,no,900,yes,no,no
22951,41,blue-collar,married,primary,no,438,no,no,no
22952,32,services,married,secondary,no,1066,yes,no,no
22953,53,admin.,married,secondary,no,264,yes,no,no
22954,50,blue-collar,divorced,primary,no,388,no,no,no
22955,39,technician,married,secondary,no,994,no,no,no
22956,38,management,single,tertiary,no,1819,no,no,no
22957,36,technician,divorced,secondary,no,3270,no,no,no
22958,29,admin.,married,secondary,no,503,no,yes,no
22959,31,student,single,secondary,no,430,no,no,no
22960,31,admin.,single,secondary,no,554,yes,no,no
22961,37,management,single,tertiary,no,156,no,no,no
22962,28,management,single,secondary,no,292,yes,yes,no
22963,27,entrepreneur,single,tertiary,no,81,no,no,no
22964,57,management,married,tertiary,no,297,no,no,no
22965,72,retired,married,primary,no,9160,no,no,no
22966,54,unemployed,single,secondary,no,3611,yes,no,no
22967,33,management,single,tertiary,no,1410,yes,no,no
22968,59,blue-collar,married,primary,no,99,yes,no,no
22969,40,housemaid,married,primary,no,118,yes,no,no
22970,34,admin.,married,tertiary,no,788,yes,no,no
22971,31,blue-collar,single,secondary,no,26,no,no,no
22972,33,entrepreneur,divorced,primary,no,596,no,yes,no
22973,42,blue-collar,married,primary,no,1520,yes,no,no
22974,58,entrepreneur,married,primary,no,1249,no,no,no
22975,32,technician,married,secondary,no,3322,yes,no,no
22976,30,management,married,tertiary,no,1251,no,no,no
22977,60,unemployed,divorced,secondary,no,4,no,no,no
22978,58,unemployed,married,tertiary,no,1798,yes,no,no
22979,43,management,married,unknown,no,587,yes,no,no
22980,29,services,married,primary,no,549,yes,no,no
22981,49,management,married,primary,no,363,no,no,no
22982,34,management,single,tertiary,no,404,yes,no,no
22983,42,entrepreneur,married,tertiary,no,233,no,no,no
22984,37,unemployed,married,secondary,no,63,no,no,no
22985,48,blue-collar,married,secondary,no,194,yes,no,no
22986,44,unemployed,married,tertiary,no,17747,yes,no,no
22987,33,management,single,tertiary,no,7114,yes,no,no
22988,36,blue-collar,single,secondary,no,767,no,no,no
22989,42,self-employed,single,tertiary,no,580,no,no,no
22990,29,blue-collar,divorced,secondary,no,302,yes,no,no
22991,42,blue-collar,married,secondary,no,366,yes,no,no
22992,56,management,married,tertiary,no,3172,yes,no,no
22993,27,admin.,married,secondary,no,73,yes,no,no
22994,36,self-employed,single,tertiary,no,258,no,no,no
22995,29,admin.,single,secondary,no,1261,no,no,no
22996,34,blue-collar,married,secondary,no,563,no,yes,no
22997,71,retired,married,tertiary,no,2651,no,no,no
22998,47,blue-collar,divorced,secondary,no,-332,no,yes,no
22999,44,management,married,tertiary,no,673,no,no,no
23000,56,retired,married,tertiary,no,478,no,no,no
23001,53,services,divorced,secondary,no,4554,no,no,no
23002,26,blue-collar,married,secondary,no,624,yes,no,no
23003,38,entrepreneur,married,secondary,no,65,no,no,no
23004,30,blue-collar,single,primary,no,105,yes,no,no
23005,32,admin.,single,secondary,no,642,yes,no,no
23006,43,unemployed,married,secondary,no,3529,no,no,no
23007,30,management,single,secondary,no,293,yes,no,no
23008,34,management,single,tertiary,no,3,no,no,no
23009,54,unemployed,divorced,secondary,no,925,no,no,no
23010,30,services,single,primary,yes,81,yes,no,no
23011,59,retired,divorced,primary,no,7179,no,no,no
23012,34,services,married,secondary,no,87,no,no,no
23013,32,blue-collar,married,secondary,no,150,no,no,no
23014,40,blue-collar,single,primary,no,-187,yes,no,no
23015,54,entrepreneur,married,tertiary,no,1544,no,yes,no
23016,50,admin.,divorced,secondary,no,223,no,no,no
23017,55,retired,married,secondary,no,529,yes,no,no
23018,56,management,married,tertiary,no,14344,yes,no,no
23019,48,technician,married,secondary,no,658,no,no,no
23020,29,technician,married,secondary,no,767,yes,no,no
23021,39,entrepreneur,single,secondary,no,829,no,no,no
23022,27,unemployed,single,secondary,no,11,no,no,no
23023,32,management,married,tertiary,no,205,yes,no,no
23024,35,unemployed,married,primary,no,4564,yes,no,no
23025,29,management,married,tertiary,no,204,yes,no,no
23026,37,technician,single,secondary,no,123,no,yes,no
23027,36,management,single,tertiary,no,467,no,no,no
23028,39,technician,married,primary,no,1846,no,no,no
23029,57,unemployed,married,secondary,no,890,no,no,no
23030,33,unemployed,single,secondary,no,682,no,no,no
23031,41,technician,married,secondary,no,-378,yes,no,no
23032,28,services,married,secondary,no,462,yes,yes,no
23033,37,self-employed,married,secondary,no,2203,no,yes,no
23034,29,unemployed,single,secondary,no,1562,yes,no,no
23035,33,technician,single,unknown,no,10600,no,no,no
23036,47,unemployed,single,primary,no,289,no,no,no
23037,35,blue-collar,married,secondary,no,522,yes,yes,no
23038,41,management,married,tertiary,no,13874,no,no,no
23039,26,services,single,secondary,no,598,yes,no,no
23040,33,blue-collar,single,secondary,no,1387,no,no,no
23041,27,technician,married,secondary,no,616,yes,no,no
23042,45,management,married,unknown,no,169,no,no,no
23043,35,admin.,married,tertiary,no,429,yes,no,no
23044,35,management,divorced,tertiary,no,457,yes,no,no
23045,30,unemployed,single,secondary,no,40,no,no,no
23046,52,services,divorced,secondary,no,-57,no,no,no
23047,42,management,married,primary,no,-417,yes,no,no
23048,26,admin.,single,secondary,no,685,no,no,no
23049,29,unemployed,single,tertiary,no,991,no,no,no
23050,28,entrepreneur,single,tertiary,no,16,no,no,no
23051,61,blue-collar,single,primary,no,433,no,no,no
23052,49,entrepreneur,divorced,secondary,no,32,no,no,no
23053,57,unemployed,married,secondary,no,7357,no,no,no
23054,27,management,single,tertiary,no,2849,no,no,no
23055,28,blue-collar,single,secondary,no,1364,yes,no,no
23056,39,self-employed,single,tertiary,no,917,yes,no,no
23057,50,blue-collar,married,secondary,yes,-812,no,yes,no
23058,26,self-employed,single,secondary,no,1242,yes,no,no
23059,27,admin.,single,secondary,no,424,no,no,no
23060,29,unemployed,married,tertiary,no,241,no,no,no
23061,36,self-employed,single,tertiary,no,351,no,no,no
23062,26,unemployed,married,primary,no,440,no,no,no
23063,36,blue-collar,single,secondary,no,1598,yes,no,no
23064,27,self-employed,single,secondary,no,923,no,no,no
23065,30,services,single,secondary,no,566,no,no,no
23066,60,unemployed,single,tertiary,no,361,no,no,no
23067,59,unemployed,married,secondary,no,2740,no,no,no
23068,59,technician,married,secondary,no,2613,no,no,no
23069,59,technician,married,secondary,no,201,no,no,no
23070,41,admin.,divorced,secondary,no,8,no,no,no
23071,31,self-employed,single,tertiary,no,96,no,no,no
23072,42,technician,married,secondary,no,2037,no,yes,no
23073,47,blue-collar,divorced,primary,no,1927,yes,no,no
23074,42,services,married,secondary,no,-91,yes,yes,no
23075,34,management,single,tertiary,no,0,no,no,no
23076,54,retired,married,secondary,no,883,no,no,no
23077,57,management,married,secondary,no,287,no,yes,no
23078,33,self-employed,single,secondary,no,238,yes,yes,no
23079,31,services,married,secondary,no,1004,no,no,no
23080,30,blue-collar,married,primary,no,935,yes,no,no
23081,36,management,single,secondary,no,159,no,no,no
23082,56,blue-collar,single,secondary,no,1187,yes,no,no
23083,40,blue-collar,married,secondary,no,632,no,no,no
23084,34,unemployed,single,secondary,no,1586,no,no,no
23085,46,admin.,married,secondary,no,939,no,no,no
23086,49,blue-collar,married,primary,no,217,yes,no,no
23087,30,services,single,secondary,no,405,yes,no,no
23088,37,student,single,secondary,no,681,no,no,no
23089,45,unemployed,single,secondary,no,33,no,no,no
23090,29,self-employed,married,tertiary,no,4,no,no,no
23091,41,management,married,tertiary,no,1143,yes,no,no
23092,48,blue-collar,married,unknown,no,459,no,no,no
23093,35,management,single,unknown,no,186,yes,no,no
23094,34,services,single,primary,no,3648,yes,no,no
23095,32,management,married,tertiary,no,-149,no,no,no
23096,33,management,married,tertiary,no,26721,no,no,no
23097,27,technician,single,secondary,no,299,yes,no,no
23098,38,blue-collar,single,primary,no,3132,no,no,no
23099,29,self-employed,married,tertiary,no,476,no,yes,no
23100,34,technician,divorced,tertiary,no,66,no,yes,no
23101,34,management,single,tertiary,no,84,no,no,no
23102,29,management,single,tertiary,no,841,no,no,no
23103,59,technician,married,unknown,no,0,no,no,no
23104,58,retired,single,secondary,no,-158,yes,no,no
23105,44,entrepreneur,married,secondary,no,320,yes,yes,no
23106,36,unemployed,married,primary,no,646,no,no,no
23107,29,blue-collar,single,secondary,no,228,no,no,no
23108,40,self-employed,single,tertiary,no,265,no,no,no
23109,27,management,single,tertiary,no,0,yes,no,no
23110,35,management,single,tertiary,no,995,no,no,no
23111,47,unemployed,divorced,secondary,no,947,no,no,no
23112,40,services,married,secondary,no,-212,yes,yes,no
23113,41,technician,single,secondary,no,618,no,no,no
23114,33,services,single,secondary,no,406,yes,no,no
23115,33,management,married,tertiary,no,184,no,no,no
23116,57,management,divorced,tertiary,no,442,no,no,no
23117,34,services,divorced,secondary,no,1281,no,no,no
23118,49,blue-collar,married,primary,no,1,no,yes,no
23119,54,housemaid,divorced,primary,no,2253,yes,no,no
23120,32,admin.,married,secondary,no,1661,yes,no,no
23121,31,admin.,married,secondary,no,0,yes,no,no
23122,52,unemployed,married,secondary,no,-307,no,no,no
23123,40,services,married,secondary,no,-38,yes,yes,no
23124,32,services,married,secondary,no,182,no,no,no
23125,33,blue-collar,married,primary,no,28,no,yes,no
23126,28,technician,single,secondary,no,440,no,yes,no
23127,46,services,married,tertiary,no,-780,no,yes,no
23128,47,technician,single,secondary,no,58,no,no,no
23129,57,services,married,primary,no,-319,no,yes,no
23130,46,management,married,tertiary,no,222,no,no,no
23131,31,admin.,single,tertiary,no,541,no,no,no
23132,38,entrepreneur,married,tertiary,no,228,yes,no,no
23133,31,blue-collar,single,secondary,no,573,yes,no,no
23134,32,technician,single,tertiary,no,1813,no,no,no
23135,29,blue-collar,single,primary,no,365,yes,yes,no
23136,27,management,single,tertiary,no,497,no,no,no
23137,37,unemployed,married,secondary,no,629,yes,no,no
23138,58,technician,married,unknown,no,1617,yes,no,no
23139,33,admin.,married,secondary,no,56,no,no,no
23140,45,management,married,tertiary,no,2953,yes,yes,no
23141,55,blue-collar,married,secondary,no,1765,yes,no,no
23142,30,technician,single,secondary,no,728,yes,no,no
23143,42,technician,married,secondary,no,315,yes,no,no
23144,45,services,married,secondary,no,925,yes,no,no
23145,34,management,divorced,tertiary,no,0,no,no,no
23146,42,self-employed,married,secondary,no,513,no,no,no
23147,38,technician,divorced,tertiary,no,915,yes,no,no
23148,36,management,married,tertiary,no,190,yes,no,no
23149,30,unemployed,single,secondary,no,79,no,yes,no
23150,42,technician,single,secondary,no,555,yes,no,no
23151,58,technician,married,secondary,no,0,yes,no,no
23152,47,admin.,single,tertiary,no,178,no,no,no
23153,40,blue-collar,married,primary,no,665,yes,no,no
23154,33,management,divorced,tertiary,no,1,yes,no,no
23155,39,management,single,tertiary,no,122,yes,no,no
23156,35,admin.,single,secondary,no,1016,no,yes,no
23157,30,services,married,secondary,no,1743,yes,no,no
23158,37,blue-collar,married,secondary,no,660,yes,yes,no
23159,29,admin.,single,secondary,no,209,no,no,no
23160,55,technician,married,secondary,no,956,yes,yes,no
23161,27,technician,single,secondary,no,126,yes,yes,no
23162,36,student,single,secondary,no,624,no,no,no
23163,29,technician,single,secondary,no,401,yes,no,no
23164,33,self-employed,married,tertiary,no,1099,no,no,no
23165,48,blue-collar,married,secondary,no,750,no,no,no
23166,43,unknown,married,primary,no,644,no,no,no
23167,39,management,married,tertiary,no,2976,no,no,no
23168,48,blue-collar,married,secondary,no,426,yes,yes,no
23169,38,management,married,tertiary,no,0,no,no,no
23170,29,unemployed,single,secondary,no,523,no,no,no
23171,30,admin.,married,tertiary,no,285,no,no,no
23172,28,technician,single,secondary,no,1405,yes,no,no
23173,64,management,married,tertiary,no,6251,no,no,no
23174,41,unemployed,married,secondary,no,0,no,no,no
23175,37,management,married,tertiary,no,-491,yes,no,no
23176,31,management,married,unknown,no,68,yes,no,no
23177,31,blue-collar,married,secondary,no,823,yes,no,no
23178,33,technician,married,secondary,no,14850,yes,no,no
23179,36,technician,married,secondary,no,696,yes,no,no
23180,28,technician,married,tertiary,no,510,yes,no,no
23181,37,blue-collar,married,primary,no,95,yes,no,no
23182,32,technician,single,secondary,no,315,yes,no,no
23183,38,housemaid,married,secondary,no,333,yes,no,no
23184,42,unemployed,single,secondary,no,139,yes,no,no
23185,45,admin.,married,secondary,no,67,no,no,no
23186,45,unemployed,married,unknown,no,490,yes,no,no
23187,44,management,married,tertiary,no,1451,yes,no,no
23188,44,technician,married,tertiary,no,184,yes,yes,no
23189,60,admin.,single,secondary,no,473,no,no,no
23190,41,blue-collar,married,primary,no,336,yes,no,no
23191,36,blue-collar,single,secondary,no,0,yes,no,no
23192,27,student,single,unknown,no,2183,no,no,no
23193,33,management,married,tertiary,no,377,yes,no,no
23194,41,unemployed,married,primary,no,4112,no,no,no
23195,31,services,single,unknown,no,347,yes,no,no
23196,30,technician,single,secondary,no,11,no,no,no
23197,37,management,married,tertiary,no,21,yes,no,no
23198,51,unemployed,married,secondary,no,3640,no,no,no
23199,57,technician,married,unknown,no,587,no,no,no
23200,30,technician,married,secondary,no,436,yes,no,no
23201,34,admin.,single,secondary,no,713,no,no,no
23202,40,unemployed,married,tertiary,no,2135,yes,no,no
23203,59,self-employed,single,primary,no,0,yes,no,no
23204,57,management,married,tertiary,no,337,no,no,no
23205,43,blue-collar,married,secondary,no,-19,yes,no,no
23206,31,blue-collar,married,primary,no,1738,no,no,no
23207,39,technician,single,secondary,no,0,yes,yes,no
23208,37,unemployed,single,primary,no,3777,no,no,no
23209,33,admin.,single,secondary,no,894,no,no,no
23210,57,unemployed,married,secondary,no,4588,no,no,no
23211,40,blue-collar,married,primary,no,533,yes,no,no
23212,48,admin.,married,secondary,no,191,yes,no,no
23213,43,admin.,single,secondary,no,1022,yes,no,no
23214,35,blue-collar,single,secondary,no,0,yes,no,no
23215,29,entrepreneur,single,tertiary,no,54,no,no,no
23216,46,entrepreneur,married,secondary,no,122,no,no,no
23217,56,unemployed,divorced,primary,no,1770,no,no,no
23218,36,technician,married,secondary,no,145,yes,yes,no
23219,42,technician,married,unknown,no,906,yes,no,no
23220,34,technician,single,secondary,no,403,no,no,no
