id,age,job,marital,education,default,balance,housing,loan,y
44104,33,technician,single,secondary,no,2481,no,no,no
44105,31,management,single,tertiary,no,1836,yes,no,no
44106,43,management,married,tertiary,no,-526,no,no,no
44107,33,technician,married,secondary,no,3243,no,no,yes
44108,52,blue-collar,married,primary,no,273,yes,no,no
44109,35,self-employed,married,secondary,no,0,no,no,no
44110,58,technician,married,secondary,no,175,no,no,no
44111,30,management,single,tertiary,no,812,no,no,no
44112,45,admin.,married,tertiary,no,2552,no,no,no
44113,42,self-employed,married,secondary,no,487,yes,no,no
44114,33,management,married,tertiary,no,1071,no,no,no
44115,40,unemployed,divorced,secondary,no,1694,no,no,yes
44116,49,blue-collar,married,primary,no,408,no,no,yes
44117,38,management,married,tertiary,no,1223,no,no,yes
44118,39,management,married,tertiary,no,271,yes,no,yes
44119,54,management,married,tertiary,no,153,no,no,no
44120,54,blue-collar,married,primary,no,1659,no,no,no
44121,47,technician,married,secondary,no,568,yes,no,yes
44122,32,management,married,tertiary,no,2414,no,no,no
44123,42,technician,single,tertiary,no,166,no,no,no
44124,48,services,married,secondary,no,1355,no,no,no
44125,54,technician,married,secondary,no,479,no,no,no
44126,37,technician,single,secondary,no,3665,no,no,yes
44127,54,management,divorced,tertiary,no,1037,no,no,no
44128,44,technician,single,secondary,no,244,yes,no,yes
44129,36,management,married,tertiary,no,0,no,no,no
44130,30,management,single,tertiary,no,4210,no,no,yes
44131,56,admin.,married,unknown,no,1167,no,no,no
44132,31,management,single,tertiary,no,745,no,no,no
44133,43,services,married,secondary,no,378,no,yes,no
44134,41,self-employed,married,primary,no,204,no,no,no
44135,55,housemaid,married,primary,no,0,no,no,no
44136,45,housemaid,married,primary,no,7353,no,no,no
44137,55,housemaid,married,primary,no,1642,no,no,no
44138,52,blue-collar,married,primary,no,2488,no,no,no
44139,31,technician,single,secondary,no,391,no,no,no
44140,31,management,married,tertiary,no,4720,yes,no,no
44141,52,blue-collar,married,primary,no,36,no,no,no
44142,40,technician,married,secondary,no,42,no,no,yes
44143,51,admin.,married,secondary,no,21,no,yes,no
44144,32,technician,single,tertiary,no,34646,no,no,yes
44145,51,admin.,divorced,secondary,no,14215,no,no,no
44146,49,technician,married,secondary,no,3392,no,no,no
44147,49,housemaid,married,primary,no,640,no,no,no
44148,50,management,married,tertiary,no,109,yes,no,no
44149,56,services,married,secondary,no,0,no,no,no
44150,60,housemaid,married,unknown,no,2769,no,no,no
44151,59,management,married,tertiary,yes,782,no,yes,no
44152,49,blue-collar,married,primary,no,67,no,yes,no
44153,51,management,divorced,tertiary,no,0,no,no,no
44154,51,unknown,married,secondary,no,0,no,no,no
44155,33,technician,married,secondary,no,763,no,no,no
44156,42,technician,married,tertiary,no,849,no,no,no
44157,32,technician,single,secondary,no,493,no,no,no
44158,58,retired,married,tertiary,no,0,no,no,yes
44159,48,blue-collar,married,secondary,no,893,no,no,no
44160,47,admin.,married,secondary,no,769,yes,no,no
44161,41,technician,married,secondary,no,563,yes,no,no
44162,39,technician,married,tertiary,no,4373,yes,no,no
44163,60,blue-collar,married,primary,no,0,no,yes,no
44164,45,technician,divorced,tertiary,no,206,no,no,no
44165,34,management,single,tertiary,no,9827,yes,no,yes
44166,36,management,married,tertiary,no,274,no,no,no
44167,52,unemployed,married,secondary,no,9139,no,no,no
44168,59,blue-collar,married,secondary,no,10054,no,no,no
44169,35,management,divorced,tertiary,no,434,yes,no,yes
44170,52,management,single,tertiary,no,556,no,no,no
44171,40,management,married,tertiary,no,143,no,no,no
44172,32,management,single,tertiary,no,90,no,no,no
44173,39,blue-collar,married,primary,no,52,no,no,no
44174,47,housemaid,married,primary,no,183,no,no,no
44175,48,admin.,divorced,secondary,no,362,no,no,yes
44176,32,technician,married,secondary,no,5122,no,no,no
44177,30,entrepreneur,married,tertiary,no,366,no,no,no
44178,53,technician,divorced,secondary,no,1950,no,no,no
44179,30,management,divorced,tertiary,no,46,no,no,no
44180,37,management,married,tertiary,no,887,no,no,no
44181,35,management,married,tertiary,no,1036,no,no,no
44182,59,retired,married,primary,no,474,no,no,no
44183,41,technician,single,tertiary,no,5389,no,no,no
44184,43,technician,married,tertiary,no,1201,yes,yes,no
44185,30,technician,married,secondary,no,574,no,no,no
44186,36,management,single,tertiary,no,202,no,no,no
44187,34,management,married,tertiary,no,101,yes,no,no
44188,30,admin.,married,tertiary,no,631,no,no,no
44189,42,technician,married,tertiary,no,1361,no,no,no
44190,59,management,single,tertiary,no,684,no,no,no
44191,38,management,married,tertiary,no,120,no,no,no
44192,58,retired,married,secondary,no,8332,no,no,no
44193,52,technician,divorced,secondary,no,-558,no,no,no
44194,48,housemaid,married,primary,no,469,no,no,no
44195,36,management,married,tertiary,no,406,no,no,no
44196,40,housemaid,married,secondary,no,864,no,no,no
44197,33,technician,married,secondary,no,620,no,no,no
44198,53,blue-collar,married,secondary,no,427,no,yes,no
44199,39,technician,married,secondary,no,5574,no,no,no
44200,33,technician,single,tertiary,no,68,no,no,no
44201,35,technician,single,secondary,no,1717,no,no,no
44202,56,technician,married,secondary,no,2065,no,no,no
44203,54,services,married,secondary,no,131,no,no,no
44204,36,technician,married,secondary,no,25,no,no,no
44205,57,retired,married,secondary,no,663,no,no,no
44206,33,technician,single,tertiary,no,0,no,no,no
44207,60,services,married,secondary,no,2858,no,no,no
44208,50,services,married,secondary,no,961,no,yes,no
44209,48,management,married,tertiary,no,1344,yes,yes,no
44210,31,management,single,tertiary,no,10112,yes,no,no
44211,30,management,single,secondary,no,1299,no,no,no
44212,35,management,single,tertiary,no,331,no,no,yes
44213,54,entrepreneur,married,tertiary,no,345,no,no,no
44214,30,management,single,tertiary,no,3905,no,no,no
44215,34,technician,single,tertiary,no,6529,no,no,yes
44216,44,housemaid,married,primary,no,882,no,no,no
44217,59,retired,married,primary,no,46,no,no,no
44218,50,admin.,married,secondary,no,697,no,no,no
44219,56,blue-collar,married,secondary,no,1119,yes,no,no
44220,58,retired,married,primary,no,3,no,no,no
44221,45,housemaid,married,primary,no,0,no,no,no
44222,40,technician,single,secondary,no,282,yes,no,no
44223,60,management,married,tertiary,no,759,no,no,no
44224,30,management,married,tertiary,no,0,no,no,no
44225,46,self-employed,married,primary,no,3262,no,no,no
44226,32,technician,married,secondary,no,-1,no,no,no
44227,47,blue-collar,married,primary,no,584,yes,yes,no
44228,34,management,married,tertiary,no,3031,no,no,no
44229,33,housemaid,married,secondary,no,8,yes,no,no
44230,60,management,married,tertiary,no,3387,no,no,no
44231,50,self-employed,married,secondary,no,1138,no,no,no
44232,39,management,married,tertiary,no,2985,no,no,no
44233,34,technician,single,secondary,no,124,no,no,no
44234,30,management,single,tertiary,no,409,yes,no,no
44235,32,self-employed,married,tertiary,no,1464,no,no,no
44236,35,management,married,tertiary,no,-547,yes,no,no
44237,58,self-employed,married,tertiary,no,584,yes,no,no
44238,34,technician,married,secondary,no,883,no,no,no
44239,30,technician,single,secondary,no,710,no,no,no
44240,60,housemaid,married,primary,no,15,no,no,no
44241,45,management,married,tertiary,no,0,no,no,no
44242,36,technician,married,secondary,no,-393,no,no,no
44243,58,services,married,secondary,no,8136,yes,no,no
44244,33,unemployed,single,tertiary,no,6748,no,no,yes
44245,51,technician,married,secondary,no,47,no,no,no
44246,30,management,single,tertiary,no,44,no,no,no
44247,32,technician,single,tertiary,no,3818,no,no,no
44248,37,management,married,tertiary,no,984,yes,no,no
44249,49,self-employed,married,tertiary,no,271,yes,no,no
44250,40,management,married,tertiary,no,193,no,no,no
44251,49,blue-collar,married,primary,no,154,yes,no,no
44252,45,blue-collar,married,primary,no,907,no,no,no
44253,56,blue-collar,married,primary,no,2442,no,yes,no
44254,60,blue-collar,married,secondary,no,3122,no,no,no
44255,43,management,divorced,tertiary,no,1413,yes,no,no
44256,51,technician,divorced,secondary,no,2323,yes,yes,no
44257,51,blue-collar,married,secondary,no,193,no,no,no
44258,34,management,married,tertiary,no,176,no,no,no
44259,55,blue-collar,married,secondary,no,1901,no,no,no
44260,36,services,divorced,secondary,no,127,no,no,no
44261,35,services,married,tertiary,no,4564,no,no,no
44262,57,housemaid,married,primary,no,50,no,no,no
44263,48,unemployed,married,secondary,no,0,no,no,no
44264,44,self-employed,married,tertiary,no,8402,yes,no,no
44265,58,blue-collar,married,secondary,no,0,no,no,no
44266,55,management,divorced,tertiary,no,0,no,no,yes
44267,35,management,single,tertiary,no,1635,no,no,no
44268,34,technician,single,tertiary,no,332,no,no,no
44269,42,management,divorced,tertiary,no,624,no,no,no
44270,46,housemaid,married,secondary,no,1000,no,no,no
44271,30,technician,single,secondary,no,796,yes,yes,no
44272,34,management,married,tertiary,no,0,no,no,no
44273,31,technician,single,secondary,no,0,no,no,no
44274,57,blue-collar,married,secondary,no,1404,no,no,no
44275,43,management,married,tertiary,no,13044,no,no,no
44276,45,technician,married,secondary,no,1629,no,no,no
44277,33,technician,married,tertiary,no,602,yes,no,no
44278,43,management,married,tertiary,no,1253,no,yes,no
44279,39,management,divorced,tertiary,no,3575,no,yes,no
44280,46,management,divorced,tertiary,no,302,no,no,no
44281,52,management,married,tertiary,no,1134,yes,no,no
44282,53,services,married,secondary,no,4994,no,no,no
44283,31,management,single,tertiary,no,11821,no,no,yes
44284,36,technician,single,tertiary,no,53,no,yes,no
44285,39,management,married,tertiary,no,2226,yes,no,no
44286,33,technician,single,secondary,no,199,no,no,no
44287,30,technician,single,secondary,no,19,yes,no,no
44288,48,technician,married,secondary,no,427,no,no,no
44289,60,housemaid,married,primary,no,1043,no,no,no
44290,52,blue-collar,married,primary,no,2977,no,no,no
44291,49,blue-collar,married,primary,no,418,no,no,no
44292,43,technician,single,tertiary,no,140,no,no,no
44293,43,management,divorced,tertiary,no,171,no,no,no
44294,33,self-employed,married,secondary,no,173,no,no,no
44295,34,technician,divorced,secondary,no,0,yes,yes,no
44296,32,technician,single,tertiary,no,20,yes,yes,no
44297,37,technician,single,secondary,no,1435,no,no,yes
44298,45,technician,married,secondary,no,256,no,no,no
44299,58,blue-collar,married,primary,no,309,no,no,no
44300,47,technician,married,secondary,no,0,no,no,no
44301,32,management,single,tertiary,no,470,no,no,no
44302,60,retired,married,secondary,yes,0,no,no,no
44303,60,retired,married,tertiary,no,225,no,no,no
44304,50,management,divorced,tertiary,no,60,no,no,no
44305,35,management,married,tertiary,no,854,no,yes,no
44306,37,management,married,tertiary,no,115,no,no,no
44307,31,technician,married,tertiary,no,6562,yes,no,no
44308,47,blue-collar,married,primary,no,43,no,no,no
44309,41,self-employed,married,secondary,no,1,no,no,no
44310,60,admin.,married,secondary,no,3043,no,no,no
44311,47,technician,married,secondary,no,0,no,no,no
44312,60,technician,married,secondary,no,0,no,no,no
44313,45,management,married,tertiary,no,2805,no,no,no
44314,48,unknown,married,secondary,no,-95,no,no,no
44315,49,management,married,secondary,no,0,no,no,no
44316,49,admin.,married,tertiary,no,-962,yes,no,no
44317,51,management,divorced,tertiary,no,-202,no,no,no
44318,34,housemaid,married,tertiary,no,72,no,no,no
44319,34,management,married,tertiary,no,5399,no,no,no
44320,49,technician,married,secondary,no,673,yes,no,no
44321,45,admin.,married,secondary,no,740,no,yes,no
44322,56,admin.,married,secondary,no,33,yes,no,no
44323,57,housemaid,married,primary,no,1183,no,no,no
44324,41,technician,married,secondary,no,240,no,no,no
44325,57,retired,married,primary,no,3288,no,no,no
44326,45,admin.,married,secondary,no,0,no,no,no
44327,34,technician,single,secondary,no,0,no,no,no
44328,48,technician,married,tertiary,no,348,no,no,no
44329,42,management,married,tertiary,no,356,no,no,no
44330,56,management,married,tertiary,no,1282,no,no,no
44331,41,technician,married,secondary,no,712,no,no,no
44332,54,housemaid,married,primary,no,127,no,no,no
44333,33,management,single,tertiary,no,3655,no,no,no
44334,57,management,married,tertiary,no,0,no,no,no
44335,60,retired,married,primary,no,600,no,no,no
44336,55,management,divorced,tertiary,no,17,no,no,no
44337,56,technician,married,secondary,no,64,no,no,no
44338,51,admin.,married,secondary,no,91,no,no,no
44339,48,blue-collar,married,secondary,no,3,no,yes,no
44340,34,technician,married,tertiary,no,5547,yes,no,no
44341,35,technician,married,secondary,no,141,yes,no,no
44342,49,admin.,married,tertiary,no,8413,no,no,no
44343,52,self-employed,married,tertiary,no,605,no,no,no
44344,32,technician,married,secondary,no,266,yes,no,no
44345,33,technician,divorced,secondary,no,295,no,no,no
44346,31,management,single,tertiary,no,0,no,no,no
44347,48,technician,divorced,tertiary,no,83,no,yes,no
44348,43,technician,married,secondary,no,0,no,no,no
44349,57,technician,divorced,tertiary,no,114,no,no,no
44350,40,management,married,tertiary,no,409,no,no,no
44351,30,technician,single,secondary,no,5,no,no,no
44352,43,technician,married,secondary,no,227,yes,yes,no
44353,36,admin.,divorced,secondary,no,11,no,no,no
44354,39,management,married,tertiary,no,1373,no,no,no
44355,39,management,married,tertiary,no,88,no,no,no
44356,33,self-employed,married,secondary,no,47,no,no,no
44357,47,admin.,married,secondary,no,5401,no,no,no
44358,33,technician,married,secondary,yes,18,no,yes,no
44359,35,management,married,tertiary,no,86,yes,no,no
44360,34,technician,single,secondary,no,179,no,no,no
44361,56,self-employed,married,unknown,no,0,no,no,no
44362,33,technician,single,tertiary,no,123,no,no,no
44363,53,blue-collar,married,secondary,no,20,no,no,no
44364,30,management,married,tertiary,no,151,no,no,no
44365,47,unknown,married,unknown,no,497,no,no,no
44366,41,technician,single,tertiary,no,15302,no,no,no
44367,53,self-employed,married,tertiary,no,2013,no,no,no
44368,53,admin.,married,unknown,no,0,no,no,no
44369,43,unemployed,married,secondary,no,174,no,yes,no
44370,53,technician,married,secondary,no,428,no,no,no
44371,32,management,married,tertiary,no,5878,no,no,no
44372,32,technician,divorced,secondary,no,0,no,no,no
44373,49,blue-collar,married,primary,no,-165,yes,no,no
44374,42,technician,married,secondary,no,439,no,no,no
44375,46,technician,married,tertiary,no,591,no,no,no
44376,52,blue-collar,married,secondary,no,223,no,no,no
44377,30,technician,single,secondary,no,3048,no,yes,no
44378,45,management,divorced,tertiary,no,839,yes,no,no
44379,31,management,married,secondary,no,2294,no,no,no
44380,40,housemaid,divorced,secondary,no,4328,no,no,no
44381,58,blue-collar,married,secondary,no,1626,no,no,no
44382,37,management,married,tertiary,no,0,no,no,no
44383,31,services,married,secondary,no,182,no,no,no
44384,53,blue-collar,married,primary,no,570,no,no,no
44385,37,management,single,tertiary,no,1572,no,no,no
44386,37,technician,divorced,secondary,no,23,no,no,no
44387,56,admin.,married,secondary,no,374,no,no,no
44388,41,technician,divorced,secondary,no,75,no,no,no
44389,54,blue-collar,married,primary,no,2584,no,no,no
44390,32,management,married,secondary,no,0,no,no,no
44391,42,technician,divorced,secondary,no,19,no,no,yes
44392,38,technician,married,secondary,no,79,yes,no,no
44393,33,management,single,tertiary,no,432,no,no,yes
44394,32,technician,single,secondary,no,68,no,yes,no
44395,44,management,married,tertiary,no,0,no,no,no
44396,51,blue-collar,married,secondary,no,51,no,yes,no
44397,47,housemaid,married,secondary,no,0,no,no,no
44398,32,technician,single,tertiary,no,0,no,no,no
44399,42,self-employed,married,tertiary,no,83,yes,no,no
44400,56,services,married,secondary,no,9,no,yes,no
44401,32,management,married,tertiary,no,1014,no,no,no
44402,32,management,married,tertiary,no,138,no,no,no
44403,39,housemaid,married,secondary,no,-146,yes,yes,no
44404,50,entrepreneur,divorced,tertiary,no,101,no,no,no
44405,50,admin.,married,secondary,no,242,yes,no,no
44406,35,technician,single,secondary,no,0,no,no,no
44407,49,management,married,tertiary,no,1912,yes,no,no
44408,47,services,married,secondary,no,665,yes,no,no
44409,49,admin.,married,secondary,no,2465,no,no,no
44410,51,management,married,tertiary,no,7631,no,no,no
44411,31,management,single,tertiary,no,2085,yes,no,no
44412,59,retired,married,primary,no,2568,no,no,no
44413,42,housemaid,married,primary,no,2328,no,no,no
44414,31,student,single,tertiary,no,744,no,no,no
44415,37,management,single,tertiary,no,0,no,no,no
44416,33,management,married,tertiary,no,0,no,no,no
44417,48,management,married,tertiary,no,1567,yes,no,no
44418,46,management,married,tertiary,no,0,no,no,no
44419,30,management,single,tertiary,no,30,no,no,no
44420,47,technician,married,secondary,no,644,no,no,no
44421,34,housemaid,married,secondary,yes,0,no,no,no
44422,34,technician,single,secondary,no,0,no,no,no
44423,35,management,married,tertiary,no,109,no,yes,no
44424,40,technician,single,secondary,no,572,no,no,no
44425,51,management,married,tertiary,no,-3,no,no,no
44426,33,technician,single,tertiary,no,213,no,no,no
44427,36,unknown,married,primary,no,0,no,no,no
44428,45,technician,married,tertiary,no,0,no,no,no
44429,39,technician,single,tertiary,no,0,no,no,no
44430,44,management,married,secondary,no,0,no,no,no
44431,43,technician,married,tertiary,no,1485,no,no,no
44432,58,management,married,tertiary,no,287,yes,no,no
44433,33,technician,single,secondary,no,422,no,no,no
44434,30,management,married,tertiary,no,4948,no,no,no
44435,39,technician,married,secondary,no,22,no,no,no
44436,55,technician,married,tertiary,no,11,no,no,no
44437,33,management,married,tertiary,no,150,no,no,no
44438,33,technician,married,tertiary,no,15,no,no,no
44439,31,management,single,tertiary,no,0,no,no,no
44440,34,management,single,tertiary,no,0,no,no,no
44441,41,housemaid,married,primary,no,39,no,no,no
44442,41,technician,married,secondary,no,1032,yes,no,no
44443,60,retired,married,secondary,no,404,no,no,no
44444,35,technician,single,tertiary,no,8,no,no,no
44445,51,management,married,tertiary,no,307,no,no,no
44446,57,technician,single,secondary,no,104,no,no,no
44447,33,technician,divorced,secondary,no,9,no,no,no
44448,55,technician,married,tertiary,no,1354,no,no,no
44449,39,technician,married,secondary,no,564,no,no,no
44450,54,self-employed,married,secondary,no,77,no,no,no
44451,37,management,married,tertiary,no,727,no,no,no
44452,35,management,single,tertiary,no,75,no,no,no
44453,34,technician,married,tertiary,no,5060,yes,no,no
44454,33,management,divorced,tertiary,no,433,no,no,no
44455,50,management,married,tertiary,no,0,no,no,no
44456,36,technician,single,secondary,no,18,no,no,no
44457,37,management,married,tertiary,no,292,no,no,no
44458,34,technician,single,secondary,no,202,yes,no,no
44459,36,management,married,tertiary,no,518,no,no,no
44460,30,management,married,tertiary,no,151,no,no,no
44461,37,management,married,tertiary,no,21,no,no,no
44462,30,management,single,tertiary,no,55,no,no,no
44463,37,management,married,secondary,no,510,yes,no,no
44464,33,technician,married,secondary,no,7621,no,no,no
44465,34,technician,single,secondary,no,161,no,no,no
44466,49,services,married,secondary,no,400,no,no,no
44467,35,management,single,tertiary,no,0,no,no,no
44468,32,management,single,tertiary,no,154,no,yes,no
44469,39,management,married,tertiary,no,1363,no,no,no
44470,32,technician,single,tertiary,no,178,no,no,no
44471,53,housemaid,married,primary,no,70,no,no,no
44472,59,blue-collar,married,primary,no,0,yes,yes,no
44473,30,management,married,tertiary,no,0,no,no,no
44474,32,technician,married,secondary,no,0,no,no,no
44475,34,management,married,secondary,no,355,no,no,no
44476,47,self-employed,married,secondary,no,3279,no,no,no
44477,33,management,married,tertiary,no,0,no,yes,no
44478,59,housemaid,married,secondary,no,454,no,no,no
44479,35,management,single,tertiary,no,-146,yes,no,no
44480,32,management,single,tertiary,no,0,no,no,no
44481,31,technician,married,tertiary,no,22,no,no,no
44482,33,technician,single,secondary,no,18,no,no,no
44483,53,management,married,tertiary,no,32,no,yes,no
44484,60,self-employed,single,secondary,no,27,no,no,no
44485,41,technician,married,secondary,no,965,no,no,yes
44486,36,technician,married,secondary,no,366,no,yes,no
44487,33,management,single,tertiary,no,321,no,no,no
44488,52,management,married,secondary,no,189,no,no,no
44489,46,blue-collar,married,primary,no,225,no,no,no
44490,59,retired,married,unknown,no,575,no,no,no
44491,34,technician,married,secondary,yes,-172,no,no,no
44492,32,management,single,tertiary,no,334,no,no,no
44493,37,management,married,tertiary,no,31,no,no,no
44494,33,management,married,tertiary,no,4570,no,no,yes
44495,35,management,married,tertiary,no,-126,no,no,no
44496,32,technician,single,secondary,no,34,no,no,no
44497,43,technician,married,secondary,no,221,no,no,no
44498,52,blue-collar,married,primary,no,796,no,no,no
44499,35,technician,married,secondary,no,19,no,no,no
44500,37,management,single,tertiary,no,767,no,no,no
44501,35,technician,divorced,secondary,no,54,no,no,no
44502,57,housemaid,married,secondary,no,0,no,no,no
44503,31,technician,single,secondary,no,5,no,no,no
44504,33,management,single,secondary,no,-298,no,no,no
44505,46,admin.,married,secondary,no,154,no,no,no
44506,36,management,divorced,tertiary,no,276,yes,no,no
44507,53,services,married,primary,no,6,no,no,no
44508,46,services,married,secondary,no,273,no,no,yes
44509,52,management,married,tertiary,no,0,no,no,no
44510,50,management,single,tertiary,no,0,no,no,no
44511,44,management,married,tertiary,no,1383,no,no,no
44512,46,management,married,tertiary,no,144,no,no,no
44513,38,self-employed,married,tertiary,no,656,yes,no,no
44514,54,unknown,married,primary,no,981,no,no,no
44515,36,technician,married,tertiary,no,508,no,no,no
44516,34,management,married,secondary,no,857,yes,no,no
44517,31,management,single,tertiary,no,-201,yes,no,no
44518,33,management,single,tertiary,no,71,no,no,no
44519,46,housemaid,married,primary,no,131,no,no,no
44520,31,technician,single,secondary,no,354,no,yes,no
44521,36,services,married,secondary,no,33,yes,yes,no
44522,47,housemaid,married,secondary,no,443,no,no,no
44523,32,technician,married,tertiary,no,0,no,no,no
44524,31,management,single,tertiary,no,1308,no,no,no
44525,35,management,married,tertiary,no,94,no,no,no
44526,32,management,married,tertiary,no,26,no,no,no
44527,53,services,married,secondary,no,1,no,no,no
44528,60,blue-collar,married,primary,no,0,no,no,no
44529,49,blue-collar,married,primary,no,397,no,no,no
44530,31,technician,single,secondary,no,-466,no,no,no
44531,44,technician,married,secondary,no,56,no,no,no
44532,44,housemaid,married,primary,no,41,no,no,no
44533,40,management,married,secondary,no,830,no,no,no
44534,33,technician,single,tertiary,no,0,no,no,no
44535,33,unknown,married,tertiary,no,8971,no,no,no
44536,45,technician,single,secondary,no,11,no,no,no
44537,35,technician,single,secondary,no,24,no,no,no
44538,52,self-employed,married,tertiary,no,583,yes,no,no
44539,58,services,married,secondary,no,818,no,no,no
44540,39,technician,married,secondary,no,140,no,no,no
44541,38,technician,married,secondary,no,299,no,no,no
44542,51,technician,married,tertiary,no,-3,no,no,no
44543,48,management,divorced,tertiary,no,0,no,no,no
44544,60,retired,married,primary,no,155,no,no,no
44545,33,technician,single,tertiary,no,137,no,no,no
44546,47,management,married,secondary,no,1083,no,no,no
44547,58,blue-collar,married,unknown,no,9,no,no,no
44548,33,technician,single,secondary,no,161,no,no,no
44549,46,blue-collar,married,primary,no,575,no,no,no
44550,54,housemaid,married,primary,no,470,no,no,no
44551,47,technician,married,tertiary,no,52,no,no,no
44552,52,management,single,tertiary,no,597,no,no,no
44553,32,management,married,tertiary,no,1232,no,no,no
44554,43,housemaid,married,primary,no,0,yes,no,no
44555,39,technician,single,tertiary,no,-41,no,yes,no
44556,30,management,single,tertiary,no,171,no,no,no
44557,35,technician,single,tertiary,no,2650,no,no,no
44558,37,technician,married,tertiary,no,905,yes,no,no
44559,54,housemaid,married,primary,no,182,no,no,no
44560,37,unemployed,divorced,tertiary,no,1085,no,no,no
44561,49,technician,married,secondary,no,626,yes,no,no
44562,33,technician,married,secondary,no,430,no,no,no
44563,30,management,married,tertiary,no,604,no,no,no
44564,30,management,married,tertiary,no,144,yes,no,no
44565,52,services,married,secondary,no,-298,no,no,no
44566,52,unknown,married,secondary,no,142,no,no,no
44567,53,services,married,secondary,no,1461,no,no,no
44568,33,technician,single,secondary,no,291,no,no,no
44569,43,technician,married,secondary,no,275,no,no,no
44570,60,management,married,tertiary,yes,-311,no,no,no
44571,30,management,single,tertiary,no,73,no,no,no
44572,48,blue-collar,married,primary,no,193,no,yes,no
44573,33,technician,single,tertiary,no,6,no,no,no
44574,38,management,divorced,tertiary,no,162,no,no,no
44575,52,technician,married,secondary,no,306,no,no,no
44576,51,services,married,secondary,no,135,no,no,no
44577,57,retired,married,secondary,no,49,yes,yes,no
44578,32,management,single,tertiary,no,1882,no,no,yes
44579,40,management,married,tertiary,no,24450,no,no,no
44580,55,technician,divorced,secondary,no,61,yes,yes,no
44581,31,technician,married,secondary,no,518,yes,no,no
44582,47,blue-collar,married,primary,no,799,no,no,no
44583,32,technician,married,secondary,no,255,no,yes,no
44584,30,management,single,tertiary,no,420,no,no,no
44585,35,technician,married,secondary,no,31,no,no,no
44586,49,technician,married,secondary,no,5244,no,no,no
44587,43,management,single,tertiary,no,778,yes,no,no
44588,57,housemaid,married,primary,no,1303,no,no,no
44589,39,technician,single,secondary,no,0,no,no,no
44590,31,technician,married,secondary,no,0,no,no,no
44591,34,management,married,secondary,no,333,no,no,no
44592,44,management,married,tertiary,no,3674,no,no,no
44593,41,management,married,tertiary,no,771,yes,no,no
44594,39,technician,divorced,secondary,no,807,yes,yes,no
44595,32,management,single,tertiary,no,2536,yes,no,yes
44596,54,blue-collar,married,primary,no,7073,no,no,no
44597,41,management,married,tertiary,no,2251,no,no,no
44598,37,technician,married,secondary,no,1578,no,yes,no
44599,51,management,divorced,secondary,no,292,no,no,no
44600,53,blue-collar,married,primary,no,18,no,no,no
44601,46,technician,married,secondary,no,1596,yes,no,no
44602,51,services,married,secondary,no,276,no,no,no
44603,52,blue-collar,married,secondary,no,60,no,yes,no
44604,54,technician,married,tertiary,no,446,no,no,no
44605,35,technician,single,tertiary,no,7838,no,no,no
44606,30,management,single,tertiary,no,15,no,yes,no
44607,38,technician,married,secondary,no,0,no,no,no
44608,54,technician,married,secondary,no,965,no,no,no
44609,55,blue-collar,married,secondary,no,630,no,no,no
44610,47,blue-collar,married,primary,no,0,no,no,no
44611,31,management,single,tertiary,no,29,no,no,no
44612,31,technician,single,tertiary,no,17,no,no,no
44613,35,technician,married,tertiary,no,188,no,no,no
44614,53,technician,married,secondary,no,0,no,no,no
44615,47,services,married,secondary,no,1764,no,yes,no
44616,32,management,single,tertiary,no,5167,no,no,no
44617,58,blue-collar,married,primary,no,0,no,no,no
44618,33,management,single,secondary,no,0,no,no,no
44619,60,blue-collar,married,primary,no,11,no,no,no
44620,50,blue-collar,married,secondary,no,579,no,no,no
44621,33,management,married,tertiary,no,544,no,yes,no
44622,38,management,married,tertiary,no,0,no,no,no
44623,45,technician,married,secondary,no,34,no,no,no
44624,43,technician,married,secondary,no,10,no,no,no
44625,30,technician,single,secondary,no,7,no,no,no
44626,34,management,single,tertiary,no,4687,no,no,no
44627,31,management,married,tertiary,no,392,no,no,no
44628,36,management,married,tertiary,no,23,no,no,no
44629,32,management,single,tertiary,no,631,no,no,no
44630,34,technician,married,secondary,no,1005,no,no,no
44631,56,admin.,married,secondary,no,370,no,no,no
44632,52,blue-collar,married,primary,no,382,no,yes,no
44633,52,admin.,divorced,unknown,no,0,no,no,no
44634,36,technician,single,secondary,yes,0,no,yes,no
44635,40,management,single,tertiary,no,0,no,no,no
44636,36,unemployed,married,tertiary,no,154,no,no,yes
44637,38,technician,married,tertiary,no,-363,no,no,no
44638,37,management,single,tertiary,no,0,no,no,no
44639,40,technician,divorced,secondary,no,6,no,no,no
44640,39,technician,married,secondary,no,462,no,no,no
44641,50,self-employed,married,tertiary,no,1503,no,no,no
44642,31,technician,divorced,tertiary,no,0,no,no,yes
44643,48,management,married,tertiary,no,567,no,no,no
44644,35,technician,married,secondary,no,0,no,no,no
44645,48,entrepreneur,married,primary,no,386,no,yes,no
44646,58,admin.,married,secondary,no,0,no,no,no
44647,53,management,married,tertiary,no,2094,no,yes,no
44648,37,self-employed,married,secondary,no,487,no,yes,no
44649,38,management,married,tertiary,no,3724,yes,no,no
44650,33,management,single,tertiary,no,0,no,no,no
44651,31,technician,married,tertiary,no,313,yes,no,no
44652,48,management,married,tertiary,no,6748,no,no,no
44653,48,admin.,married,secondary,no,35,no,no,no
44654,43,management,married,tertiary,no,46,no,no,no
